year,count,arat,blm,bollen,freedomhouse,hadenius,pacl,polity,polyarchy,prc,vanhanen
1963,Nigeria,6,NA,NA,NA,NA,2,19,NA,3,3
1963,Norway,6,NA,NA,NA,NA,2,21,NA,4,6
1963,Oman,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1963,Pakistan,5,NA,NA,NA,NA,1,12,NA,1,1
1963,Panama,5,NA,NA,NA,NA,2,15,NA,1,3
1963,Paraguay,4,NA,NA,NA,NA,1,2,NA,1,1
1963,Peru,5,NA,NA,NA,NA,2,16,NA,1,3
1963,Philippines,6,NA,NA,NA,NA,2,16,NA,4,3
1963,Poland,2,NA,NA,NA,NA,1,4,NA,1,1
1963,Portugal,2,NA,NA,NA,NA,1,2,NA,1,1
1963,Romania,3,NA,NA,NA,NA,1,4,NA,1,1
1963,Russia (USSR),2,NA,NA,NA,NA,1,4,NA,1,1
1963,Rwanda,NA,NA,NA,NA,NA,1,6,NA,4,1
1963,Saudi Arabia,1,NA,NA,NA,NA,1,1,NA,1,1
1963,Senegal,3,NA,NA,NA,NA,1,4,NA,1,1
1963,Sierra Leone,NA,NA,NA,NA,NA,2,17,NA,4,4
1963,Somalia,6,NA,NA,NA,NA,2,18,NA,4,2
1963,South Africa,3,NA,NA,NA,NA,1,15,NA,1,1
1963,Spain,1,NA,NA,NA,NA,1,4,NA,1,1
1963,Sri Lanka,6,NA,NA,NA,NA,2,18,NA,4,4
1963,Sudan,1,NA,NA,NA,NA,1,4,NA,1,1
1963,Sweden,6,NA,NA,NA,NA,2,21,NA,4,6
1963,Switzerland,6,NA,NA,NA,NA,2,21,NA,4,5
1963,Syria,1,NA,NA,NA,NA,1,4,NA,1,1
1963,Taiwan,NA,NA,NA,NA,NA,1,3,NA,1,1
1963,Tanzania,NA,NA,NA,NA,NA,1,5,NA,3,1
1963,Thailand,2,NA,NA,NA,NA,1,4,NA,1,1
1963,Togo,3,NA,NA,NA,NA,1,5,NA,4,1
1963,Trinidad,NA,NA,NA,NA,NA,2,19,NA,4,4
1963,Tunisia,3,NA,NA,NA,NA,1,2,NA,1,1
1963,Turkey,5,NA,NA,NA,NA,2,20,NA,4,5
1963,Uganda,NA,NA,NA,NA,NA,1,18,NA,3,2
1963,United Kingdom,6,NA,NA,NA,NA,2,21,NA,4,6
1963,United States,6,NA,NA,NA,NA,2,21,NA,4,5
1963,Uruguay,7,NA,NA,NA,NA,2,19,NA,4,5
1963,Venezuela,5,NA,NA,NA,NA,2,17,NA,4,6
1963,Vietnam North,3,NA,NA,NA,NA,NA,3,NA,1,1
1963,Vietnam South,1,NA,NA,NA,NA,NA,8,NA,1,1
1963,Western Samoa,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1963,Yemen North,1,NA,NA,NA,NA,1,11,NA,1,1
1963,Yugoslavia (Serbia),4,NA,NA,NA,NA,1,4,NA,1,1
1964,Afghanistan,1,NA,NA,NA,NA,1,4,NA,1,1
1964,Albania,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Algeria,NA,NA,NA,NA,NA,1,3,NA,1,1
1964,Argentina,4,NA,NA,NA,NA,2,10,NA,3,6
1964,Australia,7,NA,NA,NA,NA,2,21,NA,4,6
1964,Austria,7,NA,NA,NA,NA,2,21,NA,4,7
1964,Belgium,7,NA,NA,NA,NA,2,21,NA,4,7
1964,Benin,3,NA,NA,NA,NA,1,7,NA,1,1
1964,Bhutan,NA,NA,NA,NA,NA,1,1,NA,1,1
1964,Bolivia,1,NA,NA,NA,NA,1,7,NA,3,1
1964,Brazil,1,NA,NA,NA,NA,1,8,NA,1,1
1964,Bulgaria,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Burkina Faso,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Burundi,NA,NA,NA,NA,NA,1,8,NA,1,1
1964,Cambodia,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Cameroon,3,NA,NA,NA,NA,1,5,NA,1,2
1964,Canada,6,NA,NA,NA,NA,2,21,NA,4,5
1964,Central African Republic,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Chad,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Chile,6,NA,NA,NA,NA,2,17,NA,4,3
1964,China,3,NA,NA,NA,NA,1,3,NA,1,1
1964,Colombia,5,NA,NA,NA,NA,2,18,NA,4,2
1964,Congo Brazzaville,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Congo Kinshasa,1,NA,NA,NA,NA,1,5,NA,1,1
1964,Costa Rica,6,3,NA,NA,NA,2,21,NA,4,3
1964,Cote d'Ivoire,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Cuba,1,NA,NA,NA,NA,1,4,NA,1,1
1964,Cyprus,4,NA,NA,NA,NA,1,11,NA,NA,4
1964,Czechoslovakia,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Denmark,6,NA,NA,NA,NA,2,21,NA,4,7
1964,Dominican Rep,1,NA,NA,NA,NA,1,11,NA,1,1
1964,Ecuador,1,NA,NA,NA,NA,1,10,NA,1,1
1964,Egypt,3,NA,NA,NA,NA,1,4,NA,1,1
1964,El Salvador,5,1,NA,NA,NA,1,11,NA,1,1
1964,Ethiopia,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Finland,6,NA,NA,NA,NA,2,21,NA,4,6
1964,France,6,NA,NA,NA,NA,2,16,NA,4,2
1964,Gabon,4,NA,NA,NA,NA,1,4,NA,3,3
1964,Germany East,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Germany West,6,NA,NA,NA,NA,2,21,NA,4,7
1964,Ghana,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Greece,6,NA,NA,NA,NA,2,15,NA,3,5
1964,Guatemala,1,1,NA,NA,NA,1,6,NA,1,1
1964,Guinea,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Haiti,2,NA,NA,NA,NA,1,2,NA,1,1
1964,Honduras,1,1,NA,NA,NA,1,10,NA,1,1
1964,Hungary,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Iceland,7,NA,NA,NA,NA,2,NA,NA,NA,6
1964,India,6,NA,NA,NA,NA,2,20,NA,4,3
1964,Indonesia,2,NA,NA,NA,NA,1,6,NA,1,1
1964,Iran,4,NA,NA,NA,NA,1,1,NA,1,1
1964,Iraq,1,NA,NA,NA,NA,1,6,NA,1,1
1964,Ireland,7,NA,NA,NA,NA,2,21,NA,4,5
1964,Israel,6,NA,NA,NA,NA,2,21,NA,4,7
1964,Italy,6,NA,NA,NA,NA,2,21,NA,4,8
1964,Jamaica,NA,NA,NA,NA,NA,2,21,NA,4,4
1964,Japan,7,NA,NA,NA,NA,2,21,NA,NA,4
1964,Jordan,2,NA,NA,NA,NA,1,2,NA,1,1
1964,Kenya,NA,NA,NA,NA,NA,1,13,NA,4,1
1964,Korea North,3,NA,NA,NA,NA,1,3,NA,1,1
1964,Korea South,4,NA,NA,NA,NA,1,14,NA,1,5
1964,Kuwait,NA,NA,NA,NA,NA,1,3,NA,1,1
1964,Laos,5,NA,NA,NA,NA,1,11,NA,1,1
1964,Lebanon,5,NA,NA,NA,NA,2,13,NA,3,4
1964,Liberia,3,NA,NA,NA,NA,1,5,NA,1,1
1964,Libya,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Luxembourg,7,NA,NA,NA,NA,2,NA,NA,NA,7
1964,Madagascar,6,NA,NA,NA,NA,1,10,NA,4,1
1964,Malawi,NA,NA,NA,NA,NA,1,2,NA,1,1
1964,Malaysia,5,NA,NA,NA,NA,1,21,NA,4,2
1964,Mali,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Malta,NA,NA,NA,NA,NA,2,NA,NA,NA,6
1964,Mauritania,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Mexico,4,NA,NA,NA,NA,1,5,NA,1,1
1964,Mongolia,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Morocco,4,NA,NA,NA,NA,1,8,NA,1,1
1964,Myanmar (Burma),1,NA,NA,NA,NA,1,4,NA,1,1
1964,Nepal,2,NA,NA,NA,NA,1,2,NA,1,1
1964,Netherlands,7,NA,NA,NA,NA,2,21,NA,4,8
1964,New Zealand,7,NA,NA,NA,NA,2,21,NA,4,6
1964,Nicaragua,5,1,NA,NA,NA,1,3,NA,1,1
1964,Niger,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Nigeria,4,NA,NA,NA,NA,2,18,NA,3,2
1964,Norway,6,NA,NA,NA,NA,2,21,NA,4,6
1964,Oman,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1964,Pakistan,5,NA,NA,NA,NA,1,12,NA,1,1
1964,Panama,5,NA,NA,NA,NA,2,15,NA,1,4
1964,Paraguay,4,NA,NA,NA,NA,1,2,NA,1,1
1964,Peru,5,NA,NA,NA,NA,2,16,NA,3,3
1964,Philippines,6,NA,NA,NA,NA,2,16,NA,4,3
1964,Poland,2,NA,NA,NA,NA,1,4,NA,1,1
1964,Portugal,2,NA,NA,NA,NA,1,2,NA,1,1
1964,Romania,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Russia (USSR),2,NA,NA,NA,NA,1,4,NA,1,1
1964,Rwanda,NA,NA,NA,NA,NA,1,6,NA,1,1
1964,Saudi Arabia,1,NA,NA,NA,NA,1,1,NA,1,1
1964,Senegal,3,NA,NA,NA,NA,1,4,NA,1,1
1964,Sierra Leone,NA,NA,NA,NA,NA,2,17,NA,4,4
1964,Somalia,5,NA,NA,NA,NA,2,18,NA,4,4
1964,South Africa,3,NA,NA,NA,NA,1,15,NA,1,1
1964,Spain,1,NA,NA,NA,NA,1,4,NA,1,1
1964,Sri Lanka,6,NA,NA,NA,NA,2,18,NA,4,4
1964,Sudan,1,NA,NA,NA,NA,1,11,NA,1,1
1964,Sweden,6,NA,NA,NA,NA,2,21,NA,4,6
1964,Switzerland,6,NA,NA,NA,NA,2,21,NA,4,5
1964,Syria,1,NA,NA,NA,NA,1,4,NA,1,1
1964,Taiwan,NA,NA,NA,NA,NA,1,3,NA,1,1
1964,Tanzania,NA,NA,NA,NA,NA,1,5,NA,3,1
1964,Thailand,2,NA,NA,NA,NA,1,4,NA,1,1
1964,Togo,3,NA,NA,NA,NA,1,5,NA,4,1
1964,Trinidad,NA,NA,NA,NA,NA,2,19,NA,4,4
1964,Tunisia,3,NA,NA,NA,NA,1,2,NA,1,1
1964,Turkey,5,NA,NA,NA,NA,2,20,NA,4,5
1964,Uganda,NA,NA,NA,NA,NA,1,18,NA,3,2
1964,United Kingdom,7,NA,NA,NA,NA,2,21,NA,4,6
1964,United States,6,NA,NA,NA,NA,2,21,NA,4,4
1964,Uruguay,7,NA,NA,NA,NA,2,19,NA,4,5
1964,Venezuela,5,NA,NA,NA,NA,2,17,NA,4,6
1964,Vietnam North,3,NA,NA,NA,NA,NA,3,NA,1,1
1964,Vietnam South,1,NA,NA,NA,NA,NA,8,NA,1,1
1964,Western Samoa,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1964,Yemen North,1,NA,NA,NA,NA,1,11,NA,1,1
1964,Yugoslavia (Serbia),4,NA,NA,NA,NA,1,4,NA,1,1
1964,Zambia,NA,NA,NA,NA,NA,1,13,NA,3,1
1965,Afghanistan,3,NA,3,NA,NA,1,4,NA,1,1
1965,Albania,3,NA,2,NA,NA,1,2,NA,1,1
1965,Algeria,NA,NA,3,NA,NA,1,2,NA,1,1
1965,Argentina,5,NA,6,NA,NA,2,10,NA,3,6
1965,Australia,6,NA,10,NA,NA,2,21,NA,4,6
1965,Austria,7,NA,10,NA,NA,2,21,NA,4,7
1965,Belgium,6,NA,10,NA,NA,2,21,NA,4,8
1965,Benin,1,NA,3,NA,NA,1,4,NA,1,1
1965,Bhutan,NA,NA,NA,NA,NA,1,1,NA,1,1
1965,Bolivia,1,NA,4,NA,NA,1,7,NA,1,1
1965,Brazil,1,NA,7,NA,NA,1,2,NA,1,1
1965,Bulgaria,3,NA,4,NA,NA,1,4,NA,1,1
1965,Burkina Faso,3,NA,1,NA,NA,1,4,NA,1,1
1965,Burundi,NA,NA,6,NA,NA,1,6,NA,1,1
1965,Cambodia,3,NA,4,NA,NA,1,2,NA,1,1
1965,Cameroon,3,NA,6,NA,NA,1,5,NA,1,2
1965,Canada,6,NA,10,NA,NA,2,21,NA,4,5
1965,Central African Republic,3,NA,4,NA,NA,1,4,NA,1,1
1965,Chad,3,NA,5,NA,NA,1,2,NA,1,1
1965,Chile,6,NA,10,NA,NA,2,17,NA,4,3
1965,China,3,NA,2,NA,NA,1,3,NA,1,1
1965,Colombia,5,NA,8,NA,NA,2,18,NA,4,2
1965,Congo Brazzaville,3,NA,5,NA,NA,1,4,NA,1,1
1965,Congo Kinshasa,1,NA,4,NA,NA,1,2,NA,1,1
1965,Costa Rica,6,3,10,NA,NA,2,21,NA,4,3
1965,Cote d'Ivoire,3,NA,5,NA,NA,1,2,NA,1,1
1965,Cuba,1,NA,1,NA,NA,1,4,NA,1,1
1965,Cyprus,5,NA,9,NA,NA,1,11,NA,NA,4
1965,Czechoslovakia,3,NA,3,NA,NA,1,4,NA,1,1
1965,Denmark,7,NA,10,NA,NA,2,21,NA,4,7
1965,Dominican Rep,1,NA,4,NA,NA,1,11,NA,1,1
1965,Ecuador,1,NA,5,NA,NA,1,10,NA,1,1
1965,Egypt,3,NA,4,NA,NA,1,4,NA,1,1
1965,El Salvador,5,1,8,NA,NA,1,11,NA,1,1
1965,Ethiopia,3,NA,2,NA,NA,1,2,NA,1,1
1965,Finland,6,NA,10,NA,NA,2,21,NA,4,6
1965,France,6,NA,10,NA,NA,2,16,NA,4,6
1965,Gabon,3,NA,5,NA,NA,1,4,NA,3,3
1965,Gambia,NA,NA,NA,NA,NA,1,19,NA,NA,3
1965,Germany East,3,NA,2,NA,NA,1,2,NA,1,1
1965,Germany West,6,NA,9,NA,NA,2,21,NA,4,7
1965,Ghana,2,NA,3,NA,NA,1,2,NA,1,1
1965,Greece,6,NA,9,NA,NA,2,15,NA,3,5
1965,Guatemala,1,1,4,NA,NA,1,6,NA,1,1
1965,Guinea,3,NA,4,NA,NA,1,2,NA,1,1
1965,Haiti,3,NA,3,NA,NA,1,2,NA,1,1
1965,Honduras,5,1,6,NA,NA,1,10,NA,1,1
1965,Hungary,2,NA,2,NA,NA,1,4,NA,1,1
1965,Iceland,6,NA,10,NA,NA,2,NA,NA,NA,6
1965,India,6,NA,10,NA,NA,2,20,NA,4,3
1965,Indonesia,1,NA,1,NA,NA,1,6,NA,1,1
1965,Iran,4,NA,5,NA,NA,1,1,NA,1,1
1965,Iraq,1,NA,2,NA,NA,1,6,NA,1,1
1965,Ireland,6,NA,10,NA,NA,2,21,NA,4,5
1965,Israel,6,NA,10,NA,NA,2,21,NA,4,6
1965,Italy,6,NA,10,NA,NA,2,21,NA,4,8
1965,Jamaica,NA,NA,10,NA,NA,2,21,NA,4,4
1965,Japan,7,NA,10,NA,NA,2,21,NA,NA,4
1965,Jordan,2,NA,4,NA,NA,1,2,NA,1,1
1965,Kenya,NA,NA,6,NA,NA,1,13,NA,4,1
1965,Korea North,3,NA,3,NA,NA,1,3,NA,1,1
1965,Korea South,4,NA,6,NA,NA,1,14,NA,1,5
1965,Kuwait,NA,NA,NA,NA,NA,1,2,NA,1,1
1965,Laos,5,NA,5,NA,NA,1,11,NA,1,1
1965,Lebanon,5,NA,8,NA,NA,2,13,NA,3,4
1965,Liberia,3,NA,5,NA,NA,1,5,NA,1,1
1965,Libya,3,NA,4,NA,NA,1,4,NA,1,1
1965,Luxembourg,6,NA,10,NA,NA,2,NA,NA,NA,7
1965,Madagascar,6,NA,9,NA,NA,1,10,NA,4,1
1965,Malawi,NA,NA,6,NA,NA,1,2,NA,1,1
1965,Malaysia,5,NA,9,NA,NA,1,21,NA,4,2
1965,Maldives,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1965,Mali,3,NA,4,NA,NA,1,4,NA,1,1
1965,Malta,NA,NA,NA,NA,NA,2,NA,NA,NA,6
1965,Mauritania,3,NA,6,NA,NA,1,4,NA,1,1
1965,Mexico,4,NA,8,NA,NA,1,5,NA,1,1
1965,Mongolia,3,NA,2,NA,NA,1,4,NA,1,1
1965,Morocco,1,NA,4,NA,NA,1,2,NA,1,1
1965,Myanmar (Burma),1,NA,NA,NA,NA,1,4,NA,1,1
1965,Nepal,2,NA,3,NA,NA,1,2,NA,1,1
1965,Netherlands,6,NA,10,NA,NA,2,21,NA,4,8
1965,New Zealand,7,NA,10,NA,NA,2,21,NA,4,6
1965,Nicaragua,5,1,6,NA,NA,1,3,NA,1,1
1965,Niger,3,NA,2,NA,NA,1,4,NA,1,1
1965,Nigeria,4,NA,5,NA,NA,2,18,NA,3,2
1965,Norway,6,NA,10,NA,NA,2,21,NA,4,7
1965,Oman,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1965,Pakistan,4,NA,NA,NA,NA,1,12,NA,1,1
1965,Panama,5,NA,8,NA,NA,2,15,NA,1,4
1965,Paraguay,4,NA,5,NA,NA,1,2,NA,1,1
1965,Peru,5,NA,9,NA,NA,2,16,NA,3,3
1965,Philippines,6,NA,10,NA,NA,1,16,NA,4,3
1965,Poland,3,NA,3,NA,NA,1,4,NA,1,1
1965,Portugal,2,NA,4,NA,NA,1,2,NA,1,1
1965,Romania,3,NA,3,NA,NA,1,4,NA,1,1
1965,Russia (USSR),2,NA,NA,NA,NA,1,4,NA,1,1
1965,Rwanda,NA,NA,3,NA,NA,1,6,NA,1,1
1965,Saudi Arabia,1,NA,1,NA,NA,1,1,NA,1,1
1965,Senegal,3,NA,6,NA,NA,1,4,NA,1,1
1965,Sierra Leone,NA,NA,8,NA,NA,2,17,NA,4,4
1965,Singapore,NA,NA,8,NA,NA,1,9,NA,3,2
1965,Somalia,5,NA,8,NA,NA,2,18,NA,4,4
1965,South Africa,3,NA,6,NA,NA,1,15,NA,1,1
1965,Spain,1,NA,2,NA,NA,1,4,NA,1,1
1965,Sri Lanka,6,NA,9,NA,NA,2,18,NA,4,5
1965,Sudan,3,NA,4,NA,NA,2,18,NA,3,1
1965,Sweden,6,NA,10,NA,NA,2,21,NA,4,6
1965,Switzerland,6,NA,10,NA,NA,2,21,NA,4,5
1965,Syria,1,NA,2,NA,NA,1,4,NA,1,1
1965,Taiwan,NA,NA,3,NA,NA,1,3,NA,1,1
1965,Tanzania,NA,NA,7,NA,NA,1,5,NA,3,1
1965,Thailand,2,NA,2,NA,NA,1,4,NA,1,1
1965,Togo,3,NA,5,NA,NA,1,5,NA,4,1
1965,Trinidad,NA,NA,9,NA,NA,2,19,NA,4,4
1965,Tunisia,3,NA,7,NA,NA,1,2,NA,1,1
1965,Turkey,6,NA,8,NA,NA,2,19,NA,4,3
1965,Uganda,NA,NA,7,NA,NA,1,18,NA,3,2
1965,United Kingdom,6,NA,10,NA,NA,2,21,NA,4,6
1965,United States,7,NA,10,NA,NA,2,21,NA,4,4
1965,Uruguay,6,NA,10,NA,NA,2,19,NA,4,5
1965,Venezuela,5,NA,8,NA,NA,2,17,NA,4,6
1965,Vietnam North,3,NA,4,NA,NA,NA,3,NA,1,1
1965,Vietnam South,1,NA,2,NA,NA,NA,NA,NA,1,1
1965,Western Samoa,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1965,Yemen North,1,NA,1,NA,NA,1,11,NA,1,1
1965,Yugoslavia (Serbia),4,NA,6,NA,NA,1,4,NA,1,1
1965,Zambia,NA,NA,7,NA,NA,1,13,NA,3,1
1966,Afghanistan,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Albania,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Algeria,NA,NA,NA,NA,NA,1,2,NA,1,1
1966,Argentina,1,NA,NA,NA,NA,1,2,NA,1,1
1966,Australia,7,NA,NA,NA,NA,2,21,NA,4,6
1966,Austria,6,NA,NA,NA,NA,2,21,NA,4,7
1966,Barbados,NA,NA,NA,NA,NA,2,NA,NA,NA,4
1966,Belgium,6,NA,NA,NA,NA,2,21,NA,4,8
1966,Benin,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Bhutan,NA,NA,NA,NA,NA,1,1,NA,1,1
1966,Bolivia,4,NA,NA,NA,NA,1,7,NA,1,2
1966,Botswana,NA,NA,NA,NA,NA,1,17,NA,NA,1
1966,Brazil,4,NA,NA,NA,NA,1,2,NA,1,1
1966,Bulgaria,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Burkina Faso,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Burundi,NA,NA,NA,NA,NA,1,4,NA,1,1
1966,Cambodia,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Cameroon,3,NA,NA,NA,NA,1,4,NA,1,2
1966,Canada,6,NA,NA,NA,NA,2,21,NA,4,5
1966,Central African Republic,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Chad,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Chile,6,NA,NA,NA,NA,2,17,NA,4,3
1966,China,1,NA,NA,NA,NA,1,2,NA,1,1
1966,Colombia,5,NA,NA,NA,NA,2,18,NA,4,1
1966,Congo Brazzaville,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Congo Kinshasa,1,NA,NA,NA,NA,1,2,NA,1,1
1966,Costa Rica,6,3,NA,NA,NA,2,21,NA,4,3
1966,Cote d'Ivoire,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Cuba,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Cyprus,4,NA,NA,NA,NA,1,11,NA,NA,4
1966,Czechoslovakia,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Denmark,6,NA,NA,NA,NA,2,21,NA,4,8
1966,Dominican Rep,5,NA,NA,NA,NA,2,8,NA,1,4
1966,Ecuador,1,NA,NA,NA,NA,1,10,NA,2,1
1966,Egypt,3,NA,NA,NA,NA,1,4,NA,1,1
1966,El Salvador,5,1,NA,NA,NA,1,11,NA,1,1
1966,Ethiopia,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Finland,6,NA,NA,NA,NA,2,21,NA,4,6
1966,France,6,NA,NA,NA,NA,2,16,NA,4,6
1966,Gabon,3,NA,NA,NA,NA,1,4,NA,3,3
1966,Gambia,NA,NA,NA,NA,NA,1,19,NA,NA,2
1966,Germany East,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Germany West,6,NA,NA,NA,NA,2,21,NA,4,7
1966,Ghana,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Greece,6,NA,NA,NA,NA,2,15,NA,3,5
1966,Guatemala,5,1,NA,NA,NA,2,14,NA,1,2
1966,Guinea,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Guyana,NA,NA,NA,NA,NA,1,13,NA,NA,5
1966,Haiti,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Honduras,5,1,NA,NA,NA,1,10,NA,1,1
1966,Hungary,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Iceland,6,NA,NA,NA,NA,2,NA,NA,NA,6
1966,India,6,NA,NA,NA,NA,2,20,NA,4,3
1966,Indonesia,1,NA,NA,NA,NA,1,5,NA,1,1
1966,Iran,4,NA,NA,NA,NA,1,1,NA,1,1
1966,Iraq,1,NA,NA,NA,NA,1,6,NA,1,1
1966,Ireland,6,NA,NA,NA,NA,2,21,NA,4,5
1966,Israel,6,NA,NA,NA,NA,2,21,NA,4,6
1966,Italy,6,NA,NA,NA,NA,2,21,NA,4,8
1966,Jamaica,NA,NA,NA,NA,NA,2,21,NA,4,4
1966,Japan,6,NA,NA,NA,NA,2,21,NA,NA,4
1966,Jordan,1,NA,NA,NA,NA,1,2,NA,1,1
1966,Kenya,NA,NA,NA,NA,NA,1,11,NA,1,1
1966,Korea North,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Korea South,4,NA,NA,NA,NA,1,14,NA,1,5
1966,Kuwait,NA,NA,NA,NA,NA,1,2,NA,1,1
1966,Laos,1,NA,NA,NA,NA,1,11,NA,1,1
1966,Lebanon,5,NA,NA,NA,NA,2,13,NA,3,4
1966,Lesotho,NA,NA,NA,NA,NA,1,20,NA,3,4
1966,Liberia,3,NA,NA,NA,NA,1,5,NA,1,1
1966,Libya,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Luxembourg,6,NA,NA,NA,NA,2,NA,NA,NA,7
1966,Madagascar,5,NA,NA,NA,NA,1,10,NA,4,1
1966,Malawi,NA,NA,NA,NA,NA,1,2,NA,1,1
1966,Malaysia,5,NA,NA,NA,NA,1,21,NA,4,2
1966,Maldives,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1966,Mali,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Malta,NA,NA,NA,NA,NA,2,NA,NA,NA,5
1966,Mauritania,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Mexico,4,NA,NA,NA,NA,1,5,NA,1,1
1966,Mongolia,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Morocco,1,NA,NA,NA,NA,1,2,NA,1,1
1966,Myanmar (Burma),1,NA,NA,NA,NA,1,4,NA,1,1
1966,Nepal,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Netherlands,6,NA,NA,NA,NA,2,21,NA,4,8
1966,New Zealand,7,NA,NA,NA,NA,2,21,NA,4,6
1966,Nicaragua,5,1,NA,NA,NA,1,3,NA,1,1
1966,Niger,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Nigeria,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Norway,6,NA,NA,NA,NA,2,21,NA,4,7
1966,Oman,NA,NA,NA,NA,NA,NA,1,NA,NA,1
1966,Pakistan,4,NA,NA,NA,NA,1,12,NA,1,1
1966,Panama,5,NA,NA,NA,NA,2,15,NA,1,4
1966,Paraguay,4,NA,NA,NA,NA,1,2,NA,1,1
1966,Peru,5,NA,NA,NA,NA,2,16,NA,3,3
1966,Philippines,6,NA,NA,NA,NA,1,16,NA,4,3
1966,Poland,2,NA,NA,NA,NA,1,4,NA,1,1
1966,Portugal,2,NA,NA,NA,NA,1,2,NA,1,1
1966,Romania,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Russia (USSR),2,NA,NA,NA,NA,1,4,NA,1,1
1966,Rwanda,NA,NA,NA,NA,NA,1,6,NA,1,1
1966,Saudi Arabia,1,NA,NA,NA,NA,1,1,NA,1,1
1966,Senegal,3,NA,NA,NA,NA,1,4,NA,1,1
1966,Sierra Leone,NA,NA,NA,NA,NA,2,17,NA,4,4
1966,Singapore,NA,NA,NA,NA,NA,1,9,NA,3,2
1966,Somalia,6,NA,NA,NA,NA,2,18,NA,4,4
1966,South Africa,3,NA,NA,NA,NA,1,15,NA,1,1
1966,Spain,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Sri Lanka,6,NA,NA,NA,NA,2,18,NA,4,5
1966,Sudan,3,NA,NA,NA,NA,2,18,NA,3,1
1966,Sweden,6,NA,NA,NA,NA,2,21,NA,4,6
1966,Switzerland,6,NA,NA,NA,NA,2,21,NA,4,4
1966,Syria,1,NA,NA,NA,NA,1,4,NA,1,1
1966,Taiwan,NA,NA,NA,NA,NA,1,3,NA,1,1
1966,Tanzania,NA,NA,NA,NA,NA,1,5,NA,1,1
1966,Thailand,2,NA,NA,NA,NA,1,4,NA,1,1
1966,Togo,3,NA,NA,NA,NA,1,5,NA,4,1
1966,Trinidad,NA,NA,NA,NA,NA,2,19,NA,4,3
1966,Tunisia,3,NA,NA,NA,NA,1,2,NA,1,1
1966,Turkey,6,NA,NA,NA,NA,2,19,NA,4,3
1966,Uganda,NA,NA,NA,NA,NA,1,11,NA,1,1
1966,United Kingdom,6,NA,NA,NA,NA,2,21,NA,4,6
1966,United States,6,NA,NA,NA,NA,2,21,NA,4,4
1966,Uruguay,6,NA,NA,NA,NA,2,19,NA,4,6
